From: LoL-Client || At: 2018.01.06.12.44.55|| Message: DQWDWQ
From: LoL-Client || At: 2018.01.06.12.45.11|| Message: SKYPE
From: LoL-Game || At: 2018.01.06.12.44.55|| Message: 
From: LoL-Client || At: 2018.01.06.12.48.11|| Message: 
